name,gender,rollNumber,cpi,department,preferences
Siddharth Pillai,female,23B1827,6.37,EE,"[74, 15, 76, 10, 0, 54]"
Ritu Khandelwal,male,23B1055,9.04,EE,"[72, 24, 98, 12, 1, 65]"
Manish Saxena,male,23B1006,7.99,EE,"[85, 30, 87, 15, 4, 22]"
Vishal Sood,male,23B0716,8.97,EE,"[92, 9, 66, 3, 19, 0]"
Rajat Pillai,female,23B1236,9.49,EC,"[88, 32, 87, 11, 14, 75]"
Nikhil Dixit,male,23B0912,6.21,ES,"[98, 3, 89, 11, 12, 47]"
Rakesh Jha,male,23B1539,6.54,EP,"[73, 0, 65, 12, 16, 74]"
Ananya Raut,male,23B0425,6.27,EE,"[96, 34, 85, 15, 24, 3]"
Kabir Kumar,male,23B0366,8.61,EE,"[87, 4, 67, 5, 29, 91]"
Deepak Vyas,male,23B2231,7.56,EE,"[88, 5, 94, 19, 26, 57]"
Aditya Trivedi,female,23B0004,9.89,EE,"[90, 16, 70, 16, 33, 52]"
Alka Dutta,male,23B0695,7.94,ES,"[99, 19, 72, 11, 29, 82]"
Divya Tiwari,male,23B2268,7.89,EP,"[97, 30, 84, 4, 19, 44]"
Kritika Sengupta,male,23B1841,8.61,EE,"[89, 12, 78, 1, 3, 86]"
Anushka Sen,male,23B1546,7.73,EE,"[87, 8, 78, 5, 1, 73]"
Rekha Chakraborty,male,23B0355,6.35,EE,"[74, 14, 78, 17, 28, 75]"
Sneha Rajput,female,23B2111,7.53,ES,"[96, 7, 78, 10, 34, 33]"
Gaurav Sharma,male,23B2218,6.97,EP,"[92, 0, 89, 17, 11, 67]"
Mohit Joshi,male,23B0754,9.2,EC,"[97, 12, 67, 2, 32, 79]"
Isha Chatterjee,male,23B0741,8.58,EE,"[90, 10, 79, 15, 17, 69]"
Vikram Gautam,male,23B3917,8.99,EE,"[71, 36, 60, 1, 19, 95]"
Aarav Mathur,male,23B2506,6.01,EE,"[80, 16, 90, 20, 8, 45]"
Raj Prasad,female,23B0700,7.97,EE,"[100, 15, 100, 9, 28, 48]"
Siddhi Nair,male,23B2483,8.06,ES,"[78, 22, 70, 15, 21, 82]"
Amitabh Pandey,male,23B0388,9.69,EP,"[98, 32, 92, 20, 32, 55]"
Kabir Malhotra,male,23B0939,9.07,EC,"[100, 23, 65, 3, 6, 78]"
Aditi Kulkarni,male,23B0609,9.34,EE,"[84, 18, 81, 11, 23, 33]"
Anjali Bhardwaj,male,23B3033,7.71,EE,"[74, 9, 78, 6, 23, 81]"
Neetu Nambiar,male,23B1000,8.16,CL,"[98, 29, 78, 7, 24, 32]"
Tarun Vyas,male,23B0703,6.36,CL,"[94, 8, 75, 1, 27, 68]"
Kartik Bhatia,female,23B1833,9.75,ME,"[70, 27, 84, 10, 24, 3]"
Neelam Chawla,male,23B2110,7.86,ME,"[91, 5, 93, 4, 21, 67]"
Meera Pillai,male,23B0418,9.04,ME,"[95, 25, 88, 10, 4, 93]"
Aditi Sharma,male,23B2263,6.29,ME,"[72, 16, 77, 5, 30, 80]"
Vikas Nandan,male,23B1297,6.91,CL,"[80, 40, 88, 1, 14, 5]"
Karan Dixit,male,23B0329,6.89,CL,"[78, 13, 73, 2, 28, 58]"
Aarohi Joshi,female,23B2277,8.84,ME,"[82, 37, 93, 10, 26, 85]"
Ramesh Thakur,male,23B0944,9.57,ME,"[77, 10, 72, 20, 15, 3]"
Arjun Iyer,male,23B1036,8.28,ME,"[78, 11, 100, 12, 24, 40]"
Rhea Rana,male,23B1203,7.57,ME,"[94, 34, 88, 2, 24, 81]"
Aarav Das,male,23B2138,6.81,CL,"[82, 25, 88, 9, 15, 55]"
Kabir Gogoi,male,23B0054,7.79,CL,"[96, 1, 93, 10, 0, 0]"
Abhishek Roy,female,23B3944,9.79,ME,"[81, 19, 67, 18, 27, 39]"
Tarun Jain,male,23B2414,7.17,ME,"[76, 27, 95, 18, 11, 81]"
Alka Ranganathan,male,23B2195,7.63,ME,"[78, 29, 63, 13, 5, 51]"
Tarun Mukherjee,male,23B0347,8.07,ME,"[72, 36, 99, 20, 9, 14]"
Abhishek Sethi,male,23B0608,9.47,CL,"[91, 11, 90, 5, 12, 45]"
Aditya Malik,male,23B0766,7.6,CL,"[98, 13, 76, 19, 31, 71]"
Diya Nair,female,23B1245,8.36,ME,"[79, 22, 96, 19, 23, 83]"
Devansh Gogoi,male,23B2725,6.01,ME,"[81, 40, 86, 0, 20, 60]"
Anika Mukherjee,male,23B0954,7.88,ME,"[81, 13, 89, 13, 7, 20]"
Raj Ranganathan,male,23B3975,7.23,ME,"[94, 22, 66, 0, 14, 8]"
Nisha Karthik,male,23B0441,6.84,CL,"[71, 40, 62, 17, 15, 32]"
Arnav Banerjee,male,23B0049,8.59,CL,"[99, 12, 63, 17, 5, 74]"
Amitabh Bhatt,female,23B2184,9.16,ME,"[89, 3, 61, 17, 32, 96]"
Nidhi Chawla,male,23B3932,9.42,ME,"[79, 33, 95, 0, 30, 42]"
Akash Khandelwal,male,23B1028,8.69,ME,"[84, 14, 76, 5, 0, 59]"
Sanjay Nandan,male,23B2449,8.53,ME,"[90, 31, 61, 14, 18, 45]"
Rohit Gautam,male,23B0409,8.49,CL,"[79, 18, 93, 18, 3, 65]"
Lata Bose,male,23B0978,8.78,CL,"[78, 1, 75, 20, 34, 29]"
Rakesh Ranganathan,female,23B2526,8.34,ME,"[98, 19, 65, 6, 23, 82]"
Gaurav Ghosh,male,23B1027,7.18,ME,"[75, 0, 65, 11, 18, 27]"
Swati Menon,male,23B2514,9.25,ME,"[98, 35, 76, 11, 35, 88]"
Neha Nambiar,male,23B1847,9.47,ME,"[72, 0, 97, 13, 23, 25]"
Anita Yadav,male,23B4232,8.34,CL,"[85, 13, 63, 16, 3, 92]"
Aarohi Chakraborty,male,23B3954,6.11,CL,"[88, 7, 65, 10, 27, 50]"
Rajat Naidu,female,23B2487,9.05,ME,"[75, 20, 86, 18, 27, 47]"
Neha Mukherjee,male,23B1047,8.14,ME,"[99, 4, 75, 17, 14, 64]"
Arnav Sen,male,23B2209,7.19,ME,"[85, 24, 61, 17, 9, 26]"
Lata Bhatia,female,23B0936,7.04,ME,"[71, 31, 66, 5, 28, 55]"
Harsh Sharma,male,23B0428,7.76,CL,"[71, 5, 90, 1, 30, 18]"
Sachin Khandelwal,male,23B3028,6.16,CL,"[86, 27, 96, 5, 24, 87]"
Siddhi Raut,female,23B0014,6.71,ME,"[84, 2, 90, 2, 25, 35]"
Ramesh Shah,male,23B0071,9.99,ME,"[82, 21, 74, 1, 10, 99]"
Naina Rao,male,23B0694,6.14,ME,"[89, 36, 66, 17, 34, 55]"
Rohan Singh,male,23B1011,9.13,ME,"[93, 3, 65, 5, 31, 25]"
Kartik Mukherjee,male,23B0321,6.71,CL,"[77, 21, 61, 17, 35, 65]"
Nisha Choudhury,male,23B0027,7.93,CL,"[71, 6, 77, 2, 21, 34]"
Ananya Desai,female,23B2107,7.5,ME,"[81, 38, 80, 12, 8, 96]"
Vikas Saxena,male,23B3013,6.19,ME,"[77, 13, 81, 17, 5, 40]"
Rajiv Dasgupta,male,23B1214,9.47,ME,"[77, 28, 87, 0, 33, 43]"
Neetu Singhal,male,23B2456,8.14,ME,"[81, 31, 99, 19, 25, 20]"
Ritu Verma,male,23B3986,7.06,CL,"[98, 6, 92, 10, 2, 53]"
Manav Singhal,male,23B0680,9.32,CL,"[86, 15, 88, 2, 3, 91]"
Kartik Naidu,female,23B2507,7.83,ME,"[72, 27, 69, 14, 7, 14]"
Tarun Pandey,male,23B0304,7.84,ME,"[92, 11, 82, 0, 21, 54]"
Kunal Kumar,male,23B0672,8.92,ME,"[71, 18, 76, 3, 8, 43]"
Raj Khanna,male,23B2728,8.09,CL,"[80, 3, 85, 1, 6, 6]"
Anika Desai,male,23B0628,7.72,CL,"[74, 25, 97, 11, 1, 71]"
Rohit Sethi,female,23B0645,7.97,ME,"[98, 16, 72, 2, 8, 78]"
Sneha Chawla,male,23B0655,7.52,ME,"[88, 1, 96, 6, 6, 66]"
Neha Verma,male,23B2533,9.52,ME,"[75, 12, 70, 14, 6, 47]"
Anika Roy,male,23B3983,6.62,ME,"[96, 30, 61, 17, 25, 23]"
Kritika Naidu,male,23B0070,6.66,CL,"[85, 10, 100, 4, 6, 89]"
Manav Reddy,male,23B1531,6.29,CL,"[76, 11, 61, 3, 13, 2]"
Nisha Joshi,female,23B3022,9.66,ME,"[98, 4, 97, 16, 14, 8]"
Sachin Malik,male,23B1032,7.77,ME,"[71, 9, 89, 18, 29, 37]"
Kabir Saxena,male,23B0643,9.08,ME,"[84, 5, 72, 9, 33, 8]"
Kabir Suresh,male,23B0373,6.97,ME,"[98, 35, 65, 7, 8, 48]"
Anita Mahajan,male,23B4207,8.39,CL,"[99, 4, 84, 14, 17, 63]"
Sanjay Suresh,male,23B2265,9.05,CL,"[99, 23, 67, 19, 17, 11]"
Pallavi Khanna,female,23B2154,6.33,ME,"[83, 9, 77, 2, 0, 12]"
Kiran Chawla,male,23B3920,6.15,ME,"[81, 13, 78, 14, 17, 6]"
Meera Kulkarni,male,23B2244,7.33,ME,"[100, 1, 61, 12, 14, 89]"
Ishita Pande,male,23B0999,8.82,ME,"[83, 16, 99, 1, 21, 30]"
Lata Prasad,male,23B0755,7.1,CL,"[78, 11, 72, 16, 27, 46]"
Rekha Vyas,male,23B2478,7.72,CL,"[94, 39, 97, 12, 19, 96]"
Divya Joshi,female,23B4239,7.6,ME,"[79, 25, 61, 9, 13, 95]"
Rohit Swamy,male,23B2476,7.02,ME,"[94, 18, 60, 12, 30, 77]"
Tarun Bhattacharya,male,23B0331,8.93,ME,"[80, 13, 86, 4, 3, 3]"
Isha Shukla,female,23B0421,9.18,ME,"[88, 20, 66, 20, 0, 32]"
Rajesh Nandan,male,23B2291,7.25,CL,"[83, 3, 61, 8, 16, 59]"
Tara Reddy,male,23B3914,8.77,CL,"[98, 39, 71, 3, 24, 31]"
Manisha Sengupta,female,23B3946,8.15,ME,"[78, 20, 82, 7, 9, 14]"
Karan Sethi,male,23B0966,6.38,ME,"[83, 1, 90, 11, 25, 85]"
Gaurav Mukherjee,male,23B1080,6.37,ME,"[90, 10, 62, 5, 15, 74]"
Saurabh Bhatt,male,23B0610,6.49,ME,"[73, 6, 97, 9, 32, 51]"
Kritika Sinha,male,23B1859,6.7,CL,"[92, 36, 78, 19, 8, 26]"
Meera Nambiar,male,23B0691,8.51,CL,"[82, 2, 80, 9, 19, 33]"
Tara Dixit,female,23B0622,9.44,ME,"[89, 9, 66, 12, 33, 85]"
Pooja Saxena,male,23B2193,9.12,ME,"[77, 13, 73, 8, 30, 99]"
Divya Pandey,male,23B3991,9.85,ME,"[79, 13, 65, 18, 3, 87]"
Isha Kumar,male,23B3030,8.26,ME,"[93, 30, 71, 11, 16, 46]"
Ajay Gupta,male,23B0681,8.89,CL,"[100, 5, 69, 4, 32, 68]"
Rajesh Bhatia,male,23B0932,9.13,CL,"[93, 28, 97, 8, 7, 48]"
Pranav Nambiar,female,23B0961,8.7,ME,"[93, 1, 88, 13, 9, 70]"
Devansh Khanna,male,23B2199,6.64,ME,"[82, 38, 61, 10, 10, 3]"
Diya Reddy,male,23B4206,6.7,ME,"[87, 5, 66, 9, 17, 50]"
Alka Pillai,male,23B2486,8.78,ME,"[92, 25, 83, 20, 21, 99]"
Siddharth Pande,male,23B0009,9.75,CL,"[70, 39, 87, 14, 24, 80]"
Manish Dubey,male,23B0317,9.03,CL,"[82, 13, 71, 5, 9, 92]"
Rajesh Suresh,female,23B0420,6.96,ME,"[88, 8, 100, 16, 30, 11]"
Meera Vyas,male,23B2496,8.84,ME,"[73, 28, 70, 11, 24, 76]"
Divya Varma,male,23B2155,8.25,ME,"[92, 15, 69, 9, 6, 95]"
Lata Chauhan,male,23B1520,6.33,ME,"[86, 40, 83, 7, 30, 86]"
Divya Menon,male,23B3910,6.0,CL,"[88, 9, 71, 6, 33, 77]"
Alka Kumar,male,23B1819,6.26,CL,"[76, 21, 85, 8, 31, 6]"
Aditi Rana,female,23B3035,9.5,ME,"[99, 33, 93, 18, 4, 67]"
Anika Jha,male,23B1857,8.95,ME,"[95, 13, 96, 8, 2, 56]"
Sonal Solanki,male,23B0664,9.85,ME,"[94, 24, 87, 1, 3, 46]"
Anjali Verma,male,23B1824,8.76,ME,"[93, 31, 96, 13, 9, 26]"
Neha Bhatt,male,23B0925,6.66,CL,"[76, 0, 70, 19, 3, 72]"
Tanvi Choudhury,male,23B4246,7.21,CL,"[95, 30, 82, 13, 33, 29]"
Devansh Suresh,female,23B4204,8.52,ME,"[78, 14, 67, 11, 24, 39]"
Neelam Tiwari,male,23B1222,6.37,ME,"[97, 22, 98, 19, 7, 92]"
Rajesh Nikam,male,23B3939,8.4,ME,"[90, 3, 67, 10, 24, 87]"
Pooja Reddy,male,23B3931,9.38,ME,"[70, 19, 95, 4, 7, 10]"
Kiran Mahajan,male,23B0969,7.6,CL,"[76, 24, 60, 3, 20, 78]"
Abhishek Tiwari,male,23B3027,9.06,CL,"[88, 37, 71, 0, 17, 55]"
Akash Pandey,female,23B1067,9.6,ME,"[98, 12, 89, 10, 13, 3]"
Kunal Dixit,male,23B1517,8.85,ME,"[82, 3, 93, 2, 8, 77]"
Kavya Mahajan,male,23B0720,6.28,ME,"[70, 1, 95, 12, 26, 22]"
Kiran Tiwari,female,23B2104,9.85,ME,"[85, 12, 97, 2, 23, 77]"
Kunal Dutta,male,23B0604,7.04,CL,"[94, 6, 95, 11, 34, 7]"
Aditi Singh,male,23B0744,8.89,CL,"[80, 39, 78, 8, 16, 97]"
Karan Rana,female,23B3950,7.26,ME,"[90, 15, 75, 13, 30, 96]"
Raj Mukherjee,male,23B2175,7.77,ME,"[91, 34, 60, 16, 25, 3]"
Anika Nair,male,23B2436,7.51,ME,"[74, 37, 68, 6, 17, 61]"
Shruti Nikam,male,23B1816,6.36,ME,"[78, 26, 83, 7, 30, 14]"
Anushka Chawla,male,23B2204,8.43,CL,"[99, 31, 76, 17, 0, 0]"
Rhea Bhatia,male,23B2170,6.93,CL,"[71, 14, 80, 9, 1, 7]"
Simran Desai,female,23B1801,7.01,ME,"[84, 36, 95, 15, 34, 86]"
Isha Dubey,male,23B0761,9.1,ME,"[82, 20, 85, 0, 10, 40]"
Simran Agarwal,male,23B1004,8.14,ME,"[70, 23, 95, 13, 9, 98]"
Neelam Kapadia,male,23B3005,7.34,ME,"[78, 16, 63, 15, 15, 55]"
Meera Nikam,male,23B1845,7.78,CL,"[99, 26, 85, 3, 5, 77]"
Pallavi Verma,male,23B0771,9.47,CL,"[78, 0, 81, 19, 32, 94]"
Rahul Sethi,female,23B1541,6.91,ME,"[98, 33, 85, 12, 22, 1]"
Kiran Shah,male,23B0765,8.41,ME,"[86, 8, 75, 17, 2, 33]"
Neetu Mathur,male,23B1248,7.75,ME,"[97, 5, 82, 15, 0, 5]"
Sanya Pande,male,23B2214,9.63,ME,"[71, 14, 64, 12, 3, 70]"
Anushka Reddy,male,23B2407,9.08,CL,"[79, 3, 67, 0, 25, 17]"
Manav Vyas,male,23B1220,6.86,CL,"[84, 1, 88, 3, 31, 76]"
Aditya Mehta,female,23B2443,9.55,ME,"[79, 37, 98, 8, 25, 41]"
Sameer Joshi,male,23B2153,6.57,ME,"[89, 37, 80, 17, 18, 3]"
Gaurav Banerjee,male,23B0745,9.02,ME,"[89, 27, 81, 9, 25, 21]"
Neha Dutta,male,23B2181,7.22,ME,"[91, 4, 67, 3, 24, 41]"
Akash Kapoor,male,23B2165,9.84,CL,"[97, 10, 98, 8, 26, 52]"
Rhea Bhatt,male,23B0623,9.26,CL,"[85, 4, 74, 12, 24, 42]"
Lata Das,female,23B0619,6.63,ME,"[82, 4, 88, 5, 4, 4]"
Siddhi Joshi,male,23B2461,6.97,ME,"[93, 7, 63, 18, 27, 98]"
Shruti Varma,male,23B1051,9.56,ME,"[93, 31, 94, 1, 5, 56]"
Ananya Reddy,male,23B0762,7.95,ME,"[93, 9, 91, 10, 18, 71]"
Kritika Verma,male,23B2129,6.98,CL,"[77, 24, 76, 5, 4, 0]"
Sneha Dixit,male,23B2704,6.76,CL,"[88, 36, 79, 12, 29, 54]"
Ajay Bhattacharya,female,23B0060,6.55,ME,"[70, 0, 100, 12, 7, 48]"
Neetu Chatterjee,male,23B0330,6.86,ME,"[91, 1, 95, 16, 28, 7]"
Diya Gupta,male,23B0729,8.63,ME,"[90, 27, 79, 5, 17, 45]"
Anita Chakraborty,male,23B1029,7.29,ME,"[74, 30, 90, 14, 33, 51]"
Prakash Dubey,male,23B2458,7.08,CL,"[80, 34, 77, 6, 11, 58]"
Siddhi Vyas,male,23B0945,6.44,CL,"[91, 23, 71, 7, 18, 13]"
Aarohi Singh,female,23B2229,8.76,ME,"[75, 14, 75, 15, 20, 12]"
Amitabh Reddy,female,23B0333,9.7,ME,"[87, 24, 96, 2, 20, 75]"
Bhavna Bhardwaj,male,23B2212,8.0,ME,"[74, 31, 85, 0, 10, 73]"
Karan Deshmukh,male,23B1843,8.7,CL,"[79, 11, 87, 15, 13, 3]"
Kavya Desai,male,23B0713,8.54,CL,"[72, 3, 66, 0, 29, 79]"
Ajay Kumar,male,23B0708,8.1,CL,"[81, 1, 75, 13, 5, 38]"
Aarav Karthik,male,23B1267,8.82,CL,"[84, 12, 91, 7, 12, 3]"
Naina Prasad,female,23B0902,9.3,ME,"[81, 8, 84, 20, 7, 97]"
Amitabh Raman,male,23B2163,8.21,ME,"[92, 27, 82, 12, 24, 100]"
Akash Mishra,male,23B3969,7.37,ME,"[98, 5, 80, 11, 25, 45]"
Maya Naidu,female,23B1289,7.91,MM,"[98, 21, 98, 6, 29, 86]"
Nidhi Ranganathan,male,23B2191,7.76,CE,"[93, 29, 71, 9, 3, 55]"
Simran Deshmukh,male,23B1850,8.71,CE,"[100, 6, 60, 9, 28, 48]"
Divya Roy,male,23B2126,8.56,MM,"[97, 15, 80, 17, 9, 57]"
Anushka Bhattacharya,male,23B1519,8.85,CE,"[78, 8, 71, 9, 24, 11]"
Isha Pande,male,23B0632,7.72,CE,"[90, 39, 64, 4, 22, 26]"
Pranav Sinha,female,23B1255,6.98,MM,"[73, 6, 80, 17, 8, 13]"
Smita Agarwal,male,23B0077,9.58,CE,"[100, 20, 90, 15, 2, 95]"
Diya Pande,male,23B0402,7.42,CE,"[99, 37, 79, 12, 24, 49]"
Pallavi Varma,male,23B2500,8.71,MM,"[72, 34, 73, 9, 2, 38]"
Rekha Malhotra,male,23B2445,9.18,CE,"[81, 8, 78, 17, 22, 64]"
Bhavna Das,male,23B3960,7.52,MM,"[78, 24, 61, 18, 7, 56]"
Abhishek Kumar,female,23B2726,6.41,CE,"[86, 22, 81, 15, 7, 21]"
Anita Choudhury,male,23B1836,8.83,MM,"[83, 26, 77, 4, 3, 33]"
Shreya Chatterjee,male,23B0382,6.82,CE,"[84, 6, 89, 8, 23, 57]"
Pallavi Malik,male,23B0950,7.29,MM,"[89, 23, 68, 20, 23, 97]"
Divya Rana,male,23B4230,8.11,CE,"[87, 2, 96, 17, 16, 2]"
Neetu Dasgupta,male,23B3968,8.99,MM,"[85, 20, 77, 4, 23, 44]"
Nikhil Kumar,female,23B0740,8.37,CE,"[93, 23, 63, 20, 8, 100]"
Tara Chatterjee,male,23B0692,8.84,MM,"[95, 24, 99, 9, 17, 41]"
Shruti Reddy,male,23B0035,8.91,CE,"[78, 6, 85, 8, 13, 86]"
Meera Nandan,male,23B0924,8.01,MM,"[95, 3, 69, 6, 27, 30]"
Sanjay Nambiar,male,23B1502,6.74,CE,"[74, 10, 68, 15, 29, 83]"
Isha Joshi,male,23B1313,7.03,MM,"[81, 32, 91, 4, 28, 74]"
Neetu Nair,female,23B2149,8.94,CE,"[90, 2, 83, 12, 26, 10]"
Karan Trivedi,female,23B0431,6.22,MM,"[83, 33, 91, 19, 5, 39]"
Alka Patel,male,23B2225,6.05,CE,"[70, 29, 87, 8, 3, 58]"
Sameer Malik,male,23B1822,7.65,CE,"[76, 18, 91, 20, 5, 47]"
Raj Nair,male,23B0605,8.5,MM,"[73, 12, 78, 12, 25, 58]"
Sneha Iyer,male,23B1279,6.59,CE,"[100, 2, 69, 3, 31, 3]"
Maya Mishra,female,23B1254,6.95,CE,"[93, 0, 89, 11, 32, 44]"
Amitabh Bhardwaj,male,23B1537,9.81,MM,"[99, 19, 98, 5, 31, 100]"
Deepak Rao,male,23B1292,7.79,CE,"[73, 30, 85, 4, 7, 13]"
Tanvi Mukherjee,male,23B0008,7.3,MM,"[90, 37, 80, 12, 29, 55]"
Meera Bhatia,male,23B1020,8.31,CE,"[99, 37, 93, 3, 29, 79]"
Vivek Jha,male,23B0315,8.43,MM,"[80, 21, 79, 12, 7, 2]"
Raj Dutta,female,23B0938,7.88,CE,"[95, 39, 61, 8, 12, 31]"
Akash Chauhan,male,23B2411,9.41,MM,"[71, 8, 64, 3, 21, 57]"
Anita Raman,male,23B4234,7.52,CE,"[76, 9, 99, 7, 10, 34]"
Sonal Pande,male,23B2176,7.61,MM,"[80, 15, 77, 7, 19, 63]"
Neelam Yadav,male,23B3912,7.22,CE,"[91, 28, 88, 19, 17, 97]"
Swati Choudhury,male,23B2467,8.97,CE,"[70, 37, 89, 17, 35, 52]"
Sneha Agarwal,female,23B0625,7.19,CE,"[72, 32, 85, 19, 29, 47]"
Simran Jain,male,23B2192,7.69,MM,"[88, 35, 85, 4, 17, 38]"
Manav Chauhan,male,23B0398,7.8,CE,"[97, 3, 96, 10, 2, 98]"
Kritika Kapadia,male,23B2224,8.17,MM,"[89, 2, 96, 20, 35, 22]"
Divya Swamy,male,23B0032,9.22,CE,"[96, 22, 69, 4, 24, 49]"
Rahul Pillai,male,23B0735,6.96,MM,"[84, 1, 95, 20, 6, 75]"
Aditi Pandey,female,23B3021,8.34,CE,"[94, 23, 62, 20, 28, 42]"
Simran Sengupta,male,23B2252,8.58,MM,"[92, 31, 85, 4, 14, 89]"
Sanjay Mishra,male,23B1511,9.22,CE,"[88, 28, 91, 7, 17, 89]"
Anushka Verma,male,23B3978,7.37,MM,"[76, 16, 92, 11, 29, 29]"
Bhavna Banerjee,male,23B3029,9.24,CE,"[85, 34, 65, 0, 6, 9]"
Shreya Khandelwal,male,23B0357,9.34,MM,"[82, 33, 88, 2, 1, 96]"
Karan Patel,female,23B0058,9.06,CE,"[83, 6, 94, 19, 13, 85]"
Kiran Roy,male,23B0970,8.12,MM,"[100, 11, 98, 19, 31, 56]"
Sachin Shukla,male,23B1211,7.03,CE,"[82, 23, 76, 1, 14, 96]"
Pooja Solanki,male,23B1852,6.44,MM,"[72, 7, 72, 4, 25, 62]"
Akash Gautam,male,23B1246,9.21,CE,"[100, 30, 70, 19, 28, 70]"
Meera Suresh,male,23B3967,6.45,MM,"[86, 28, 62, 13, 30, 49]"
Kritika Singh,female,23B0439,6.63,CE,"[83, 22, 90, 18, 34, 27]"
Sameer Pillai,female,23B0350,7.92,CE,"[81, 7, 94, 13, 18, 2]"
Ajay Dubey,male,23B1024,7.44,MM,"[70, 24, 81, 8, 5, 72]"
Nisha Kulkarni,male,23B0737,9.89,CE,"[97, 10, 63, 10, 1, 93]"
Rajesh Pillai,male,23B2206,8.04,MM,"[95, 8, 67, 0, 20, 22]"
Rajat Bose,male,23B2293,7.83,CE,"[98, 33, 95, 12, 22, 61]"
Pranav Kapadia,female,23B0052,8.54,MM,"[91, 9, 73, 11, 13, 95]"
Harsh Gupta,male,23B0626,8.01,CE,"[97, 17, 69, 9, 16, 29]"
Nisha Tiwari,male,23B0374,6.31,CE,"[73, 3, 86, 7, 0, 98]"
Siddhi Pandey,male,23B4235,9.79,MM,"[72, 37, 100, 10, 28, 91]"
Kabir Rana,male,23B3951,7.09,MM,"[88, 9, 78, 16, 15, 27]"
Naina Mahajan,male,23B2164,9.11,CE,"[95, 17, 97, 7, 28, 62]"
Siddhi Chakraborty,female,23B0905,7.01,CE,"[96, 19, 61, 9, 28, 52]"
Simran Saxena,male,23B0036,9.14,MM,"[82, 4, 94, 5, 3, 71]"
Swati Solanki,male,23B0349,6.78,CE,"[78, 9, 89, 9, 23, 75]"
Divya Dasgupta,male,23B1007,8.36,MM,"[100, 7, 75, 17, 21, 22]"
Amitabh Swamy,male,23B0407,8.37,CE,"[74, 13, 98, 2, 29, 6]"
Vikas Gupta,male,23B0705,9.94,CE,"[91, 29, 77, 13, 10, 61]"
Lata Jain,female,23B2463,7.85,MM,"[90, 30, 79, 20, 6, 11]"
Vivek Kumar,male,23B0914,6.84,CE,"[97, 32, 88, 13, 4, 94]"
Priya Prasad,male,23B2472,7.2,CE,"[72, 29, 65, 14, 30, 34]"
Sneha Varma,male,23B0675,8.71,MM,"[98, 36, 96, 4, 11, 17]"
Aditi Khanna,male,23B0759,9.9,CE,"[72, 40, 72, 0, 34, 33]"
Deepak Bose,male,23B1030,8.07,MM,"[74, 5, 86, 5, 34, 49]"
Ramesh Menon,female,23B1302,9.77,MM,"[76, 18, 98, 18, 26, 4]"
Karan Nikam,male,23B2498,8.13,CE,"[75, 26, 94, 16, 33, 90]"
Siddharth Varma,male,23B1504,6.6,CE,"[80, 25, 88, 15, 14, 2]"
Devansh Pillai,male,23B2424,8.63,MM,"[90, 28, 91, 2, 5, 0]"
Nidhi Bhatt,male,23B3020,8.65,CE,"[100, 25, 95, 5, 8, 46]"
Simran Raman,male,23B2722,6.32,MM,"[97, 40, 67, 4, 7, 17]"
Vishal Menon,female,23B1037,8.26,CE,"[85, 25, 88, 9, 2, 59]"
Diya Singhal,male,23B2177,6.28,MM,"[97, 31, 84, 5, 13, 44]"
Maya Mehta,male,23B2455,8.79,CE,"[81, 29, 88, 3, 28, 11]"
Amitabh Suresh,male,23B1079,6.53,MM,"[79, 7, 80, 19, 30, 46]"
Raj Kapoor,male,23B3970,7.92,CE,"[70, 28, 77, 0, 18, 54]"
Alka Shukla,male,23B0335,9.51,MM,"[76, 36, 88, 5, 17, 30]"
Manisha Dutta,female,23B4217,7.33,CE,"[92, 5, 87, 20, 30, 45]"
Vishal Reddy,female,23B1860,6.23,CE,"[80, 39, 95, 7, 10, 37]"
Nisha Varma,male,23B0376,6.77,MM,"[79, 26, 100, 15, 32, 53]"
Priya Sethi,male,23B1271,9.64,CE,"[89, 30, 61, 7, 35, 33]"
Sneha Mishra,male,23B1533,6.24,MM,"[99, 15, 93, 5, 32, 9]"
Sanjay Menon,male,23B1808,8.3,CE,"[79, 14, 62, 15, 5, 87]"
Abhishek Malik,female,23B0056,8.08,MM,"[82, 30, 67, 4, 20, 45]"
Amitabh Banerjee,male,23B1514,9.94,CE,"[71, 14, 64, 3, 32, 98]"
Sanjay Banerjee,male,23B0748,9.14,CE,"[79, 11, 60, 6, 14, 51]"
Anika Banerjee,male,23B1213,9.46,MM,"[74, 19, 94, 18, 12, 100]"
Anjali Singhal,male,23B2249,7.79,CE,"[80, 13, 83, 3, 9, 50]"
Arnav Dixit,male,23B0324,8.24,MM,"[71, 37, 96, 15, 20, 43]"
Nikhil Gogoi,female,23B3958,7.3,CE,"[82, 17, 97, 14, 27, 43]"
Nisha Malik,male,23B0353,7.36,MM,"[95, 28, 86, 12, 13, 81]"
Alka Vyas,male,23B4203,8.18,CE,"[80, 30, 94, 5, 21, 22]"
Diya Pandey,male,23B2281,7.24,MM,"[96, 9, 76, 3, 13, 82]"
Sanjay Sinha,male,23B1017,7.19,CE,"[81, 37, 86, 2, 29, 5]"
Raj Choudhury,male,23B0012,9.88,CE,"[85, 24, 84, 15, 16, 93]"
Vivek Dasgupta,female,23B2188,6.89,MM,"[76, 10, 61, 13, 15, 49]"
Nikhil Prasad,male,23B1298,9.22,CE,"[96, 20, 83, 8, 31, 90]"
