name,gender,department,cpi,section,project,group,allocated_preference,preferences
Rajesh Ghosh,male,EP,8.35,4,3,5,99,"[77, 34, 99, 4, 11, 56]"
Rajesh Mukherjee,male,EE,7.17,4,4,1,20,"[75, 22, 54, 20, 11, 21]"
Amitabh Sood,male,EE,8.01,4,4,1,10,"[75, 14, 45, 10, 5, 26]"
Kabir Solanki,female,EE,7.3,4,4,1,14,"[63, 14, 49, 14, 9, 21]"
Saurabh Vyas,male,EC,7.44,4,4,1,18,"[70, 17, 76, 18, 10, 67]"
Tara Dubey,male,EE,8.12,4,4,1,25,"[70, 28, 83, 25, 9, 4]"
Siddhi Shah,male,EE,7.57,4,4,1,18,"[66, 4, 72, 18, 8, 66]"
Kiran Sethi,male,EE,7.23,4,4,1,18,"[65, 22, 67, 18, 13, 25]"
Manish Shukla,male,EP,7.85,4,4,2,17,"[65, 11, 44, 17, 7, 32]"
Shreya Dubey,female,EE,8.7,4,4,2,22,"[82, 23, 71, 22, 9, 1]"
Prakash Jain,male,ES,7.0,4,4,2,26,"[87, 20, 46, 26, 11, 69]"
Anjali Naidu,male,EE,7.68,4,4,2,24,"[72, 14, 56, 24, 14, 68]"
Kabir Ranganathan,male,EE,8.96,4,4,2,21,"[86, 27, 75, 21, 15, 67]"
Rajesh Shah,male,EE,8.62,4,4,2,25,"[76, 25, 75, 25, 3, 61]"
Amitabh Agarwal,male,EC,7.8,4,4,2,19,"[73, 4, 62, 19, 9, 23]"
Anjali Sengupta,female,EP,8.43,4,4,3,20,"[70, 20, 47, 20, 10, 35]"
Swati Kapadia,male,EE,8.62,4,4,3,18,"[77, 14, 79, 18, 3, 2]"
Siddhi Bose,male,EE,7.38,4,4,3,16,"[75, 18, 43, 16, 3, 56]"
Aditya Choudhury,male,EE,7.95,4,4,3,26,"[82, 19, 69, 26, 8, 36]"
Abhishek Kapadia,female,EE,7.07,4,4,3,15,"[72, 17, 78, 15, 8, 47]"
Yash Raman,male,EC,7.78,4,4,3,18,"[68, 13, 46, 18, 13, 63]"
Neelam Swamy,male,EE,7.56,4,4,4,19,"[65, 15, 42, 19, 4, 33]"
Meera Das,male,EE,8.83,4,4,4,23,"[87, 9, 61, 23, 17, 1]"
Rohan Kulkarni,male,EC,8.05,4,4,4,28,"[73, 20, 62, 28, 9, 55]"
Nisha Rajput,male,EE,7.79,4,4,4,21,"[65, 18, 45, 21, 13, 58]"
Shruti Thakur,male,ES,7.84,4,4,4,24,"[89, 16, 65, 24, 11, 20]"
Meera Joshi,female,EP,8.42,4,4,4,20,"[79, 14, 50, 20, 11, 10]"
Anjali Chatterjee,male,EE,7.16,4,4,4,19,"[84, 25, 70, 19, 6, 24]"
Ananya Deshmukh,female,EE,6.93,4,5,1,15,"[85, 26, 63, 14, 15, 21]"
Shreya Mehta,male,EE,8.38,4,5,1,16,"[88, 22, 79, 8, 16, 22]"
Maya Deshmukh,male,EP,8.31,4,5,1,16,"[88, 6, 71, 12, 16, 19]"
Sneha Vyas,male,ES,8.42,4,5,1,11,"[68, 18, 67, 9, 11, 33]"
Sanjay Ranganathan,male,EE,7.12,4,5,1,14,"[78, 6, 61, 10, 14, 13]"
Ayesha Kapoor,male,EP,8.76,4,5,1,12,"[73, 18, 70, 15, 12, 11]"
Sachin Singhal,male,ES,6.98,4,5,2,14,"[69, 18, 54, 18, 14, 48]"
Deepak Reddy,female,EC,8.78,4,5,2,16,"[87, 25, 61, 18, 16, 34]"
Karan Dubey,male,EP,7.54,4,5,2,16,"[87, 9, 46, 7, 16, 14]"
Kiran Rana,male,EE,8.71,4,5,2,14,"[86, 11, 77, 13, 14, 53]"
Vivek Roy,male,EE,7.23,4,5,2,10,"[73, 4, 56, 15, 10, 46]"
Neha Kulkarni,male,EE,8.74,4,5,2,7,"[66, 9, 61, 3, 7, 35]"
Manisha Rana,male,EE,8.29,4,5,3,15,"[81, 25, 69, 18, 15, 29]"
Deepak Rana,male,EC,8.48,4,5,3,16,"[79, 22, 77, 6, 16, 21]"
Divya Prasad,male,EE,8.74,4,5,3,14,"[65, 10, 50, 17, 14, 39]"
Pooja Rana,male,EE,8.27,4,5,3,19,"[78, 10, 81, 22, 19, 70]"
Siddharth Pillai,female,EE,8.01,4,5,3,12,"[68, 13, 57, 12, 12, 35]"
Prakash Ranganathan,male,EP,8.15,4,5,3,10,"[79, 7, 63, 6, 10, 56]"
Divya Mathur,male,EE,7.55,4,5,4,17,"[67, 8, 81, 8, 17, 51]"
Sanjay Das,male,ES,8.66,4,5,4,19,"[72, 22, 63, 12, 19, 17]"
Rohit Menon,male,EE,8.18,4,5,4,14,"[77, 17, 46, 13, 14, 18]"
Aditya Chauhan,male,ES,7.92,4,5,4,9,"[67, 12, 64, 12, 9, 28]"
Mohit Sinha,female,EE,6.91,4,5,4,14,"[84, 14, 71, 18, 14, 20]"
Ritu Rana,male,EE,8.72,4,5,4,18,"[85, 16, 82, 13, 18, 66]"
Kabir Pillai,male,EE,8.36,4,6,1,79,"[83, 17, 81, 19, 9, 79]"
Shreya Banerjee,male,EE,8.53,4,6,1,83,"[89, 14, 54, 19, 14, 83]"
Pooja Mukherjee,male,EE,8.63,4,6,1,77,"[67, 19, 81, 21, 9, 77]"
Smita Sengupta,female,EC,8.22,4,6,1,86,"[87, 28, 75, 13, 7, 86]"
Rajesh Rana,male,EC,8.04,4,6,1,99,"[92, 21, 58, 19, 13, 99]"
Pooja Nair,male,EE,8.87,4,6,1,75,"[91, 3, 64, 16, 1, 75]"
Rohit Mukherjee,male,ES,9.3,4,6,2,97,"[98, 36, 62, 15, 5, 97]"
Arjun Pillai,male,EE,8.74,4,6,2,96,"[87, 20, 66, 18, 3, 96]"
Vikram Gautam,male,EE,7.1,4,6,2,70,"[85, 25, 56, 9, 10, 70]"
Anjali Bhardwaj,male,EE,7.09,4,6,2,85,"[73, 21, 88, 10, 6, 85]"
Kabir Reddy,male,EE,9.67,4,6,2,88,"[91, 9, 47, 16, 4, 88]"
Isha Desai,female,ES,9.09,4,6,2,64,"[83, 17, 79, 16, 7, 64]"
Amitabh Thakur,male,EE,8.13,4,6,3,96,"[69, 19, 70, 9, 5, 96]"
Isha Mukherjee,male,EE,8.51,4,6,3,84,"[91, 17, 83, 16, 15, 84]"
Bhavna Singhal,male,ES,8.2,4,6,3,99,"[85, 21, 99, 12, 17, 99]"
Anushka Patel,male,EC,7.96,4,6,3,65,"[70, 16, 67, 10, 2, 65]"
Deepak Vyas,male,EE,8.48,4,6,3,81,"[65, 21, 85, 6, 9, 81]"
Sneha Rajput,female,ES,7.22,4,6,3,85,"[61, 30, 57, 15, 3, 85]"
Devansh Das,male,EE,7.6,4,6,4,80,"[66, 21, 90, 9, 12, 80]"
Shruti Dasgupta,male,EE,8.82,4,6,4,78,"[79, 29, 68, 16, 14, 78]"
Alka Nikam,female,EP,8.05,4,6,4,74,"[95, 19, 67, 14, 10, 74]"
Anjali Dasgupta,male,EE,8.39,4,6,4,90,"[95, 27, 55, 9, 4, 90]"
Arnav Joshi,male,EE,8.5,4,6,4,99,"[72, 11, 62, 16, 16, 99]"
Lata Malhotra,male,EP,8.06,4,6,4,78,"[68, 16, 74, 15, 12, 78]"
Simran Prasad,male,EC,7.79,4,6,5,75,"[79, 8, 47, 18, 7, 75]"
Kartik Dubey,male,ES,7.33,4,6,5,86,"[75, 8, 79, 13, 20, 86]"
Shruti Singhal,female,EE,6.92,4,6,5,67,"[64, 22, 79, 13, 5, 67]"
Rekha Sood,male,EC,7.68,4,6,5,85,"[87, 13, 81, 8, 5, 85]"
Harsh Kumar,male,EP,8.07,4,6,5,75,"[73, 10, 78, 20, 6, 75]"
Divya Tiwari,male,EP,9.06,4,6,5,84,"[69, 19, 63, 16, 14, 84]"
Pooja Reddy,male,ME,6.53,5,1,1,81,"[81, 6, 45, 9, 3, 64]"
Siddhi Joshi,male,ME,9.59,5,1,1,96,"[96, 25, 83, 5, 6, 37]"
Prakash Dubey,male,CL,6.7,5,1,1,94,"[94, 25, 68, 19, 3, 52]"
Aarohi Singh,female,ME,6.64,5,1,1,91,"[91, 13, 48, 7, 2, 20]"
Karan Deshmukh,male,CL,8.45,5,1,1,92,"[92, 25, 74, 7, 5, 12]"
Amitabh Raman,male,ME,9.03,5,1,1,90,"[90, 22, 46, 10, 15, 71]"
Kartik Naidu,female,ME,6.85,5,1,2,97,"[97, 18, 55, 18, 3, 43]"
Neha Verma,male,ME,6.42,5,1,2,99,"[99, 26, 75, 19, 13, 67]"
Siddharth Pande,male,CL,6.8,5,1,2,99,"[99, 20, 76, 17, 5, 49]"
Manish Dubey,male,CL,6.06,5,1,2,96,"[96, 14, 69, 13, 11, 61]"
Divya Menon,male,CL,6.72,5,1,2,94,"[94, 27, 69, 17, 15, 49]"
Neelam Tiwari,male,ME,9.31,5,1,2,98,"[98, 15, 57, 20, 7, 45]"
Arnav Vyas,male,ME,6.85,5,1,3,98,"[98, 9, 45, 19, 5, 35]"
Rakesh Sengupta,female,CL,9.99,5,1,3,94,"[94, 8, 75, 18, 10, 40]"
Rekha Banerjee,male,ME,9.48,5,1,3,93,"[93, 17, 67, 12, 13, 31]"
Aarohi Joshi,female,ME,9.19,5,1,3,92,"[92, 20, 83, 9, 11, 26]"
Rhea Rana,male,ME,9.03,5,1,3,92,"[92, 24, 79, 20, 8, 54]"
Rohit Gautam,male,CL,9.77,5,1,3,94,"[94, 23, 76, 21, 10, 58]"
Divya Iyer,female,CL,9.94,5,1,4,94,"[94, 4, 66, 14, 9, 74]"
Vikram Trivedi,male,ME,6.43,5,1,4,100,"[100, 31, 63, 11, 8, 53]"
Vikram Desai,male,CL,6.29,5,1,4,86,"[86, 12, 54, 10, 7, 34]"
Riya Reddy,male,CL,6.46,5,1,4,96,"[96, 26, 56, 17, 14, 4]"
Smita Chauhan,male,ME,9.85,5,1,4,99,"[99, 11, 74, 19, 13, 79]"
Sameer Tiwari,female,CL,9.36,5,1,4,95,"[95, 15, 62, 14, 8, 73]"
Siddharth Joshi,male,ME,6.91,5,1,5,98,"[98, 14, 81, 12, 13, 46]"
Neelam Bhardwaj,male,ME,6.56,5,1,5,89,"[89, 24, 81, 12, 11, 56]"
Sanjay Sen,female,CL,6.13,5,1,5,92,"[92, 25, 65, 14, 2, 74]"
Maya Reddy,female,CL,6.68,5,1,5,100,"[100, 15, 52, 6, 7, 49]"
Nikhil Verma,male,ME,6.33,5,1,5,97,"[97, 15, 57, 9, 17, 12]"
Abhishek Raut,male,CL,9.39,5,1,5,92,"[92, 24, 72, 11, 16, 53]"
Kartik Reddy,male,ME,7.07,5,2,1,29,"[66, 29, 53, 21, 1, 63]"
Aditya Malik,male,CL,8.24,5,2,1,32,"[64, 32, 44, 11, 16, 60]"
Devansh Gogoi,male,ME,6.21,5,2,1,33,"[94, 33, 63, 20, 12, 24]"
Neha Mukherjee,male,ME,6.35,5,2,1,38,"[71, 38, 92, 18, 11, 65]"
Pranav Nambiar,female,ME,9.46,5,2,1,25,"[70, 25, 45, 14, 8, 17]"
Rhea Bhatia,male,CL,8.32,5,2,1,28,"[76, 28, 82, 16, 7, 12]"
Ramesh Karthik,male,ME,9.78,5,2,2,27,"[84, 27, 68, 5, 7, 12]"
Manisha Ranganathan,female,CL,9.71,5,2,2,35,"[70, 35, 60, 19, 14, 11]"
Vishal Joshi,male,CL,8.12,5,2,2,30,"[68, 30, 83, 10, 8, 44]"
Tarun Mukherjee,male,ME,9.08,5,2,2,32,"[70, 32, 77, 11, 6, 69]"
Kiran Shah,male,ME,6.3,5,2,2,23,"[74, 23, 61, 7, 10, 30]"
Sanya Pande,male,ME,6.14,5,2,2,22,"[69, 22, 64, 4, 2, 40]"
Swati Reddy,male,ME,9.88,5,2,3,28,"[75, 28, 62, 13, 14, 26]"
Rajiv Khandelwal,female,CL,6.42,5,2,3,35,"[94, 35, 58, 15, 13, 47]"
Vikas Naidu,male,CL,8.27,5,2,3,29,"[66, 29, 49, 6, 14, 36]"
Swati Menon,male,ME,8.97,5,2,3,31,"[76, 31, 67, 15, 9, 62]"
Rohan Singh,male,ME,9.25,5,2,3,22,"[73, 22, 58, 10, 6, 60]"
Kavya Mahajan,male,ME,8.99,5,2,3,32,"[86, 32, 66, 12, 8, 72]"
Kabir Chakraborty,male,ME,7.09,5,2,4,27,"[67, 27, 73, 11, 12, 27]"
Diya Nair,female,ME,9.45,5,2,4,39,"[84, 39, 50, 17, 6, 75]"
Vikas Saxena,male,ME,8.99,5,2,4,38,"[74, 38, 48, 23, 1, 58]"
Tarun Pandey,male,ME,9.13,5,2,4,30,"[89, 30, 69, 16, 10, 63]"
Aarav Karthik,male,CL,8.12,5,2,4,40,"[78, 40, 52, 18, 19, 65]"
Akash Mishra,male,ME,6.62,5,2,4,34,"[79, 34, 87, 25, 9, 49]"
Kartik Kumar,male,ME,9.48,5,2,5,27,"[86, 27, 65, 14, 6, 54]"
Vivek Nair,male,ME,6.09,5,2,5,25,"[65, 25, 55, 16, 9, 30]"
Pooja Agarwal,male,ME,9.17,5,2,5,29,"[63, 29, 80, 10, 13, 68]"
Priya Mukherjee,male,ME,6.77,5,2,5,33,"[67, 33, 40, 14, 5, 35]"
Abhishek Roy,female,ME,6.63,5,2,5,25,"[90, 25, 59, 17, 11, 67]"
Kunal Dixit,male,ME,9.33,5,2,5,33,"[91, 33, 59, 15, 16, 33]"
Alka Kumar,male,CL,8.47,5,3,1,87,"[89, 17, 87, 15, 8, 20]"
Aditi Singh,male,CL,9.67,5,3,1,92,"[75, 14, 92, 15, 13, 52]"
Karan Rana,female,ME,9.0,5,3,1,89,"[86, 25, 89, 15, 10, 79]"
Raj Mukherjee,male,ME,6.76,5,3,1,99,"[97, 27, 99, 16, 15, 59]"
Pallavi Verma,male,CL,8.52,5,3,1,89,"[84, 16, 89, 9, 10, 65]"
Rhea Bhatt,male,CL,7.01,5,3,1,84,"[90, 15, 84, 7, 6, 60]"
Aarav Das,male,CL,8.15,5,3,2,83,"[87, 16, 83, 15, 4, 8]"
Lata Bhatia,female,ME,9.21,5,3,2,94,"[97, 13, 94, 15, 9, 69]"
Manav Reddy,male,CL,9.15,5,3,2,87,"[85, 23, 87, 14, 1, 29]"
Tarun Bhattacharya,male,ME,7.0,5,3,2,92,"[76, 24, 92, 17, 9, 86]"
Gaurav Mukherjee,male,ME,6.21,5,3,2,97,"[93, 14, 97, 11, 9, 14]"
Devansh Khanna,male,ME,6.61,5,3,2,95,"[83, 14, 95, 17, 5, 37]"
Siddharth Saxena,male,CL,6.18,5,3,3,89,"[87, 7, 89, 11, 6, 72]"
Anjali Kumar,female,CL,8.29,5,3,3,98,"[77, 25, 98, 15, 12, 67]"
Neelam Chawla,male,ME,9.51,5,3,3,82,"[65, 4, 82, 9, 2, 51]"
Aditi Sharma,male,ME,9.89,5,3,3,89,"[73, 25, 89, 15, 10, 21]"
Alka Ranganathan,male,ME,9.88,5,3,3,88,"[87, 24, 88, 7, 8, 64]"
Amitabh Bhatt,female,ME,9.8,5,3,3,99,"[70, 26, 99, 21, 15, 34]"
Simran Pillai,male,CL,9.42,5,3,4,96,"[77, 36, 96, 14, 11, 44]"
Arjun Suresh,male,CL,9.58,5,3,4,96,"[65, 28, 96, 16, 2, 66]"
Aditya Shukla,male,ME,6.64,5,3,4,86,"[76, 17, 86, 19, 10, 67]"
Kartik Banerjee,male,ME,7.14,5,3,4,93,"[73, 16, 93, 19, 9, 34]"
Aditi Nair,female,CL,8.22,5,3,4,100,"[65, 7, 100, 13, 6, 76]"
Sanya Khanna,male,CL,6.02,5,3,4,83,"[86, 27, 83, 15, 11, 13]"
Akash Mukherjee,male,CL,9.54,5,3,5,91,"[73, 22, 91, 22, 3, 11]"
Manish Khandelwal,male,ME,6.96,5,3,5,95,"[81, 28, 95, 22, 12, 49]"
Aditi Kumar,male,CL,6.2,5,3,5,84,"[76, 15, 84, 16, 14, 36]"
Pooja Khandelwal,male,CL,9.36,5,3,5,81,"[77, 18, 81, 7, 6, 19]"
Siddharth Sood,male,ME,10.0,5,3,5,91,"[72, 32, 91, 1, 3, 6]"
Shruti Raman,female,CL,6.5,5,3,5,91,"[91, 17, 91, 14, 4, 37]"
Kabir Menon,female,ME,9.01,5,4,1,20,"[79, 27, 80, 20, 7, 15]"
Rakesh Gautam,male,CL,7.33,5,4,1,24,"[84, 15, 63, 24, 9, 66]"
Rajat Gupta,male,CL,9.29,5,4,1,25,"[91, 9, 86, 25, 9, 23]"
Aditi Jha,male,ME,9.24,5,4,1,19,"[73, 1, 54, 19, 13, 27]"
Tarun Jain,male,ME,7.13,5,4,1,19,"[65, 19, 79, 19, 8, 13]"
Raj Ranganathan,male,ME,6.3,5,4,1,23,"[73, 22, 71, 23, 3, 38]"
Kiran Mahajan,male,CL,9.88,5,4,1,20,"[89, 18, 80, 20, 9, 28]"
Vikas Chakraborty,male,ME,7.17,5,4,2,15,"[83, 7, 64, 15, 7, 28]"
Siddhi Trivedi,male,CL,9.18,5,4,2,25,"[93, 26, 85, 25, 9, 67]"
Riya Sen,male,ME,8.08,5,4,2,20,"[77, 27, 74, 20, 14, 56]"
Anika Desai,male,CL,8.4,5,4,2,11,"[79, 7, 56, 11, 0, 31]"
Divya Varma,male,ME,6.9,5,4,2,22,"[65, 24, 47, 22, 6, 43]"
Akash Pandey,female,ME,9.9,5,4,2,24,"[65, 19, 52, 24, 12, 66]"
Kritika Verma,male,CL,7.07,5,4,2,14,"[80, 21, 51, 14, 9, 62]"
Harsh Shukla,male,CL,8.11,5,4,3,23,"[79, 12, 55, 23, 6, 52]"
Anita Agarwal,male,ME,9.53,5,4,3,21,"[66, 18, 80, 21, 7, 54]"
Nikhil Saxena,female,ME,6.03,5,4,3,12,"[76, 16, 74, 12, 6, 38]"
Simran Kulkarni,male,ME,6.72,5,4,3,28,"[61, 18, 62, 28, 5, 52]"
Harsh Sharma,male,CL,9.21,5,4,3,24,"[66, 26, 64, 24, 4, 68]"
Nisha Joshi,female,ME,9.76,5,4,3,20,"[80, 3, 46, 20, 10, 69]"
Bhavna Kapoor,male,CL,9.18,5,4,4,16,"[63, 21, 51, 16, 10, 38]"
Nisha Jha,male,CL,8.3,5,4,4,23,"[79, 30, 53, 23, 12, 43]"
Pooja Vyas,male,CL,9.24,5,4,4,14,"[84, 15, 60, 14, 9, 61]"
Siddhi Raut,female,ME,9.59,5,4,4,18,"[81, 23, 57, 18, 10, 29]"
Karan Sethi,male,ME,9.28,5,4,4,19,"[88, 13, 61, 19, 11, 60]"
Isha Kumar,male,ME,6.51,5,4,4,18,"[86, 18, 69, 18, 12, 18]"
Siddhi Vyas,male,CL,6.08,5,4,4,29,"[60, 9, 75, 29, 0, 40]"
Kritika Sinha,male,CL,9.26,5,5,1,16,"[67, 25, 63, 16, 16, 63]"
Divya Pandey,male,ME,9.27,5,5,1,10,"[67, 12, 68, 10, 10, 40]"
Aditi Rana,female,ME,6.13,5,5,1,12,"[71, 22, 47, 13, 12, 57]"
Anushka Reddy,male,CL,9.73,5,5,1,19,"[88, 18, 80, 15, 19, 63]"
Akash Kapoor,male,CL,8.16,5,5,1,14,"[63, 26, 72, 11, 14, 62]"
Bhavna Bhardwaj,male,ME,6.13,5,5,1,11,"[75, 13, 79, 4, 11, 55]"
Raj Agarwal,male,ME,6.63,5,5,2,14,"[81, 20, 70, 16, 14, 38]"
Anita Rana,female,ME,9.91,5,5,2,11,"[90, 10, 71, 15, 11, 43]"
Neetu Nambiar,male,CL,8.43,5,5,2,11,"[82, 23, 55, 9, 11, 54]"
Anika Mukherjee,male,ME,6.43,5,5,2,14,"[61, 26, 49, 17, 14, 57]"
Kritika Naidu,male,CL,6.11,5,5,2,12,"[84, 19, 46, 5, 12, 13]"
Sanjay Suresh,male,CL,9.22,5,5,2,14,"[84, 17, 82, 16, 14, 67]"
Sachin Reddy,female,CL,8.06,5,5,3,18,"[63, 10, 50, 17, 18, 40]"
Nisha Iyer,male,ME,6.53,5,5,3,20,"[79, 15, 59, 20, 20, 41]"
Simran Swamy,male,CL,6.64,5,5,3,17,"[85, 5, 77, 21, 17, 6]"
Pooja Malik,male,CL,9.72,5,5,3,9,"[66, 12, 56, 14, 9, 26]"
Ayesha Pandey,male,CL,6.42,5,5,3,16,"[82, 14, 63, 9, 16, 33]"
Lata Gogoi,male,ME,9.83,5,5,3,17,"[65, 13, 77, 20, 17, 49]"
Tarun Raman,male,CL,6.11,5,5,4,15,"[75, 26, 73, 13, 15, 26]"
Anita Mathur,female,CL,6.88,5,5,4,15,"[82, 23, 77, 7, 15, 41]"
Smita Menon,male,ME,9.49,5,5,4,15,"[65, 19, 50, 15, 15, 26]"
Divya Reddy,male,ME,7.76,5,5,4,17,"[89, 12, 76, 16, 17, 65]"
Tarun Mishra,male,CL,8.18,5,5,4,15,"[84, 3, 69, 12, 15, 39]"
Vikas Nikam,male,CL,9.65,5,5,4,15,"[72, 27, 78, 2, 15, 76]"
Abhishek Sethi,male,CL,6.65,5,6,1,80,"[69, 20, 57, 19, 14, 80]"
Ajay Gupta,male,CL,9.68,5,6,1,97,"[67, 32, 86, 11, 4, 97]"
Neelam Kapadia,male,ME,6.49,5,6,1,83,"[93, 17, 49, 9, 8, 83]"
Ananya Reddy,male,ME,9.06,5,6,1,84,"[64, 16, 45, 23, 12, 84]"
Neetu Chatterjee,male,ME,6.57,5,6,1,78,"[88, 15, 51, 9, 11, 78]"
Naina Prasad,female,ME,6.39,5,6,1,81,"[97, 21, 51, 16, 10, 81]"
Tanvi Chakraborty,male,CL,9.8,5,6,2,79,"[88, 0, 46, 15, 12, 79]"
Kabir Gogoi,male,CL,6.18,5,6,2,91,"[63, 9, 67, 21, 12, 91]"
Naina Rao,male,ME,9.68,5,6,2,86,"[69, 10, 72, 12, 9, 86]"
Pallavi Khanna,female,ME,9.17,5,6,2,87,"[83, 25, 68, 17, 4, 87]"
Meera Kulkarni,male,ME,9.31,5,6,2,90,"[78, 22, 64, 15, 9, 90]"
Rajesh Nikam,male,ME,6.48,5,6,2,80,"[85, 23, 85, 10, 10, 80]"
Ishita Bhattacharya,male,CL,8.62,5,6,3,88,"[67, 24, 68, 20, 16, 88]"
Kunal Chatterjee,female,CL,8.35,5,6,3,91,"[81, 22, 46, 25, 11, 91]"
Ramesh Jha,male,ME,6.05,5,6,3,82,"[63, 22, 74, 10, 8, 82]"
Manish Yadav,male,ME,6.74,5,6,3,75,"[73, 20, 48, 11, 13, 75]"
Shreya Joshi,male,ME,9.73,5,6,3,93,"[76, 27, 66, 15, 8, 93]"
Neha Nambiar,male,ME,6.3,5,6,3,95,"[100, 11, 42, 19, 7, 95]"
Alka Nambiar,male,CL,8.4,5,6,4,87,"[81, 20, 76, 18, 11, 87]"
Shreya Choudhury,female,CL,9.19,5,6,4,87,"[67, 18, 49, 9, 6, 87]"
Sneha Menon,male,ME,6.86,5,6,4,94,"[63, 23, 92, 8, 4, 94]"
Anita Bose,male,ME,6.8,5,6,4,87,"[81, 20, 60, 20, 18, 87]"
Sanjay Bhatia,male,ME,6.26,5,6,4,85,"[85, 33, 79, 5, 13, 85]"
Lata Deshmukh,male,ME,6.9,5,6,4,88,"[89, 31, 63, 16, 14, 88]"
Ramesh Sinha,male,CL,6.29,5,6,5,83,"[84, 25, 51, 13, 8, 83]"
Maya Bhatt,female,CL,8.42,5,6,5,88,"[98, 13, 79, 16, 8, 88]"
Anika Dubey,male,ME,6.47,5,6,5,94,"[67, 14, 62, 25, 19, 94]"
Siddhi Singh,male,ME,6.38,5,6,5,86,"[66, 26, 64, 11, 4, 86]"
Manish Das,male,ME,9.74,5,6,5,85,"[82, 21, 85, 13, 5, 85]"
Ramesh Malhotra,male,ME,6.59,5,6,5,95,"[93, 32, 64, 9, 10, 95]"
Bhavna Menon,male,CE,9.79,6,1,1,93,"[93, 29, 64, 14, 10, 37]"
Sachin Kapadia,male,MM,7.0,6,1,1,97,"[97, 33, 77, 16, 8, 64]"
Rakesh Rana,male,MM,7.15,6,1,1,92,"[92, 33, 67, 13, 13, 56]"
Maya Naidu,female,MM,7.26,6,1,1,93,"[93, 15, 57, 18, 15, 11]"
Vikas Gupta,male,CE,9.39,6,1,1,96,"[96, 18, 45, 26, 7, 84]"
Alka Vyas,male,CE,9.46,6,1,1,100,"[100, 26, 91, 20, 7, 61]"
Rajat Bhattacharya,male,MM,7.02,6,1,2,94,"[94, 13, 67, 11, 12, 27]"
Alka Reddy,female,CE,9.47,6,1,2,87,"[87, 11, 61, 5, 13, 43]"
Maya Raut,male,CE,9.05,6,1,2,92,"[92, 17, 81, 13, 16, 60]"
Shruti Reddy,male,CE,9.78,6,1,2,81,"[81, 17, 65, 13, 4, 10]"
Vivek Jha,male,MM,9.15,6,1,2,84,"[84, 21, 69, 15, 9, 8]"
Karan Patel,female,CE,9.11,6,1,2,97,"[97, 25, 46, 24, 5, 83]"
Siddhi Sen,male,MM,9.18,6,1,3,88,"[88, 25, 54, 15, 7, 65]"
Anushka Banerjee,male,MM,7.13,6,1,3,93,"[93, 18, 62, 20, 13, 20]"
Anushka Bhattacharya,male,CE,6.64,6,1,3,90,"[90, 19, 62, 14, 7, 76]"
Alka Patel,male,CE,6.5,6,1,3,94,"[94, 31, 65, 21, 9, 51]"
Divya Swamy,male,CE,7.08,6,1,3,98,"[98, 14, 72, 18, 11, 64]"
Vishal Reddy,female,CE,6.32,6,1,3,96,"[96, 30, 55, 16, 8, 68]"
Nisha Gautam,male,MM,6.88,6,1,4,93,"[93, 8, 67, 15, 6, 25]"
Neelam Solanki,male,CE,9.0,6,1,4,94,"[94, 31, 71, 26, 10, 30]"
Rajesh Banerjee,male,MM,8.83,6,1,4,84,"[84, 17, 66, 15, 10, 31]"
Maya Mehta,male,CE,7.11,6,1,4,96,"[96, 21, 51, 14, 10, 39]"
Rajesh Verma,male,CE,6.09,6,1,4,90,"[90, 28, 58, 20, 9, 41]"
Priya Chauhan,female,CE,6.24,6,1,4,98,"[98, 18, 58, 13, 7, 68]"
Riya Khandelwal,female,MM,8.59,6,1,5,84,"[84, 18, 71, 12, 7, 62]"
Ritu Patel,female,MM,7.78,6,1,5,100,"[100, 19, 66, 15, 7, 57]"
Nikhil Mahajan,male,CE,6.64,6,1,5,90,"[90, 19, 80, 14, 17, 0]"
Alka Shukla,male,MM,7.13,6,1,5,87,"[87, 10, 76, 17, 12, 50]"
Arnav Dixit,male,MM,9.67,6,1,5,97,"[97, 2, 70, 20, 2, 84]"
Rahul Sharma,female,CE,9.2,6,1,5,88,"[88, 18, 45, 10, 6, 31]"
Swati Solanki,male,CE,9.57,6,2,1,34,"[76, 34, 61, 21, 9, 67]"
Ramesh Menon,female,MM,8.47,6,2,1,40,"[76, 40, 60, 13, 18, 78]"
Vishal Menon,female,CE,6.93,6,2,1,27,"[79, 27, 78, 17, 12, 45]"
Priya Sethi,male,CE,6.59,6,2,1,31,"[85, 31, 60, 8, 12, 60]"
Abhishek Malik,female,MM,8.25,6,2,1,29,"[70, 29, 61, 14, 8, 47]"
Lata Kulkarni,male,MM,9.15,6,2,1,38,"[79, 38, 80, 19, 14, 72]"
Devansh Dutta,female,MM,6.59,6,2,2,35,"[91, 35, 70, 14, 10, 43]"
Sanjay Gupta,male,MM,6.43,6,2,2,32,"[81, 32, 72, 14, 12, 67]"
Anika Kulkarni,male,CE,6.39,6,2,2,28,"[84, 28, 79, 9, 12, 38]"
Rekha Malhotra,male,CE,7.05,6,2,2,33,"[85, 33, 81, 20, 3, 34]"
Manav Chauhan,male,CE,9.6,6,2,2,31,"[75, 31, 64, 14, 11, 43]"
Aditi Pandey,female,CE,9.06,6,2,2,39,"[68, 39, 45, 20, 8, 81]"
Saurabh Joshi,male,CE,9.25,6,2,3,38,"[83, 38, 88, 20, 8, 57]"
